Date,Site ID,POC,Daily Mean PM10 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2022-04-02,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-03,010732003,2,12,Micrograms/cubic meter (25 C),11,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-04,010732003,2,22,Micrograms/cubic meter (25 C),20,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-05,010732003,2,20,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-06,010732003,2,16,Micrograms/cubic meter (25 C),15,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-07,010732003,2,18,Micrograms/cubic meter (25 C),17,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-08,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-09,010732003,2,9,Micrograms/cubic meter (25 C),8,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-10,010732003,2,38,Micrograms/cubic meter (25 C),35,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-11,010732003,2,19,Micrograms/cubic meter (25 C),18,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-12,010732003,2,25,Micrograms/cubic meter (25 C),23,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-13,010732003,2,23,Micrograms/cubic meter (25 C),21,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-14,010732003,2,12,Micrograms/cubic meter (25 C),11,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-15,010732003,2,17,Micrograms/cubic meter (25 C),16,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-16,010732003,2,16,Micrograms/cubic meter (25 C),15,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-17,010732003,2,14,Micrograms/cubic meter (25 C),13,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-18,010732003,2,7,Micrograms/cubic meter (25 C),6,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-19,010732003,2,10,Micrograms/cubic meter (25 C),9,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-20,010732003,2,20,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-21,010732003,2,27,Micrograms/cubic meter (25 C),25,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-22,010732003,2,26,Micrograms/cubic meter (25 C),24,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-23,010732003,2,25,Micrograms/cubic meter (25 C),23,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-24,010732003,2,25,Micrograms/cubic meter (25 C),23,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-25,010732003,2,24,Micrograms/cubic meter (25 C),22,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-26,010732003,2,11,Micrograms/cubic meter (25 C),10,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-27,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-28,010732003,2,30,Micrograms/cubic meter (25 C),28,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-29,010732003,2,36,Micrograms/cubic meter (25 C),33,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-04-30,010732003,2,24,Micrograms/cubic meter (25 C),22,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-01,010732003,2,14,Micrograms/cubic meter (25 C),13,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-02,010732003,2,21,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-03,010732003,2,21,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-04,010732003,2,19,Micrograms/cubic meter (25 C),18,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-05,010732003,2,25,Micrograms/cubic meter (25 C),23,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-06,010732003,2,23,Micrograms/cubic meter (25 C),21,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-07,010732003,2,9,Micrograms/cubic meter (25 C),8,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-08,010732003,2,10,Micrograms/cubic meter (25 C),9,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-09,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-10,010732003,2,21,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-11,010732003,2,29,Micrograms/cubic meter (25 C),27,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-12,010732003,2,32,Micrograms/cubic meter (25 C),30,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-13,010732003,2,16,Micrograms/cubic meter (25 C),15,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-14,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-15,010732003,2,16,Micrograms/cubic meter (25 C),15,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-16,010732003,2,19,Micrograms/cubic meter (25 C),18,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-17,010732003,2,21,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-18,010732003,2,47,Micrograms/cubic meter (25 C),44,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-19,010732003,2,28,Micrograms/cubic meter (25 C),26,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-20,010732003,2,25,Micrograms/cubic meter (25 C),23,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-21,010732003,2,18,Micrograms/cubic meter (25 C),17,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-22,010732003,2,23,Micrograms/cubic meter (25 C),21,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-23,010732003,2,14,Micrograms/cubic meter (25 C),13,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-24,010732003,2,31,Micrograms/cubic meter (25 C),29,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-25,010732003,2,13,Micrograms/cubic meter (25 C),12,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-26,010732003,2,10,Micrograms/cubic meter (25 C),9,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-27,010732003,2,12,Micrograms/cubic meter (25 C),11,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-28,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-29,010732003,2,19,Micrograms/cubic meter (25 C),18,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-30,010732003,2,21,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-05-31,010732003,2,27,Micrograms/cubic meter (25 C),25,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-01,010732003,2,26,Micrograms/cubic meter (25 C),24,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-02,010732003,2,22,Micrograms/cubic meter (25 C),20,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-03,010732003,2,15,Micrograms/cubic meter (25 C),14,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-04,010732003,2,21,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-05,010732003,2,20,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-06,010732003,2,19,Micrograms/cubic meter (25 C),18,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-07,010732003,2,20,Micrograms/cubic meter (25 C),19,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
2022-06-08,010732003,2,16,Micrograms/cubic meter (25 C),15,Wylam,1,100,81102,PM10 Total 0-10um STP,208,Thermo Scientific 1405-DF Dichotomous TEOM FDMS - FDMS Gravimetric,13820,"Birmingham-Hoover, AL",33.499722,-86.924167,AREA,191,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,Y,,4,
