Date,Site ID,POC,Daily Mean PM10 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2023-02-05,010730023,4,16,Micrograms/cubic meter (25 C),15,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-06,010730023,4,36,Micrograms/cubic meter (25 C),33,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-07,010730023,4,38,Micrograms/cubic meter (25 C),35,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-08,010730023,4,31,Micrograms/cubic meter (25 C),29,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-09,010730023,4,15,Micrograms/cubic meter (25 C),14,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-10,010730023,4,12,Micrograms/cubic meter (25 C),11,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-11,010730023,4,14,Micrograms/cubic meter (25 C),13,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-12,010730023,4,10,Micrograms/cubic meter (25 C),9,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-13,010730023,4,24,Micrograms/cubic meter (25 C),22,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-14,010730023,4,38,Micrograms/cubic meter (25 C),35,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-15,010730023,4,15,Micrograms/cubic meter (25 C),14,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-16,010730023,4,22,Micrograms/cubic meter (25 C),20,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-17,010730023,4,9,Micrograms/cubic meter (25 C),8,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-18,010730023,4,11,Micrograms/cubic meter (25 C),10,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-19,010730023,4,27,Micrograms/cubic meter (25 C),25,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-20,010730023,4,30,Micrograms/cubic meter (25 C),28,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-21,010730023,4,24,Micrograms/cubic meter (25 C),22,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-22,010730023,4,22,Micrograms/cubic meter (25 C),20,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-23,010730023,4,30,Micrograms/cubic meter (25 C),28,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-24,010730023,4,24,Micrograms/cubic meter (25 C),22,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-25,010730023,4,28,Micrograms/cubic meter (25 C),26,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-26,010730023,4,21,Micrograms/cubic meter (25 C),19,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-27,010730023,4,39,Micrograms/cubic meter (25 C),36,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-02-28,010730023,4,110,Micrograms/cubic meter (25 C),78,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-01,010730023,4,46,Micrograms/cubic meter (25 C),43,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-02,010730023,4,12,Micrograms/cubic meter (25 C),11,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-03,010730023,4,21,Micrograms/cubic meter (25 C),19,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-04,010730023,4,10,Micrograms/cubic meter (25 C),9,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-05,010730023,4,16,Micrograms/cubic meter (25 C),15,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-06,010730023,4,54,Micrograms/cubic meter (25 C),50,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-07,010730023,4,42,Micrograms/cubic meter (25 C),39,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-08,010730023,4,34,Micrograms/cubic meter (25 C),31,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-09,010730023,4,44,Micrograms/cubic meter (25 C),41,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-10,010730023,4,30,Micrograms/cubic meter (25 C),28,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-11,010730023,4,17,Micrograms/cubic meter (25 C),16,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-12,010730023,4,15,Micrograms/cubic meter (25 C),14,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-13,010730023,4,11,Micrograms/cubic meter (25 C),10,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-14,010730023,4,13,Micrograms/cubic meter (25 C),12,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-15,010730023,4,23,Micrograms/cubic meter (25 C),21,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-16,010730023,4,57,Micrograms/cubic meter (25 C),52,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-17,010730023,4,14,Micrograms/cubic meter (25 C),13,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-18,010730023,4,10,Micrograms/cubic meter (25 C),9,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-19,010730023,4,13,Micrograms/cubic meter (25 C),12,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-20,010730023,4,20,Micrograms/cubic meter (25 C),19,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-21,010730023,4,48,Micrograms/cubic meter (25 C),44,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-22,010730023,4,49,Micrograms/cubic meter (25 C),45,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-23,010730023,4,42,Micrograms/cubic meter (25 C),39,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-24,010730023,4,35,Micrograms/cubic meter (25 C),32,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-25,010730023,4,34,Micrograms/cubic meter (25 C),31,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-26,010730023,4,38,Micrograms/cubic meter (25 C),35,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-27,010730023,4,22,Micrograms/cubic meter (25 C),20,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-28,010730023,4,29,Micrograms/cubic meter (25 C),27,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-29,010730023,4,22,Micrograms/cubic meter (25 C),20,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-30,010730023,4,36,Micrograms/cubic meter (25 C),33,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-03-31,010730023,4,40,Micrograms/cubic meter (25 C),37,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-01,010730023,4,46,Micrograms/cubic meter (25 C),43,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-02,010730023,4,12,Micrograms/cubic meter (25 C),11,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-03,010730023,4,21,Micrograms/cubic meter (25 C),19,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-04,010730023,4,26,Micrograms/cubic meter (25 C),24,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-05,010730023,4,21,Micrograms/cubic meter (25 C),19,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-06,010730023,4,24,Micrograms/cubic meter (25 C),22,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-07,010730023,4,12,Micrograms/cubic meter (25 C),11,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-08,010730023,4,8,Micrograms/cubic meter (25 C),7,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-09,010730023,4,9,Micrograms/cubic meter (25 C),8,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-10,010730023,4,19,Micrograms/cubic meter (25 C),18,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-11,010730023,4,33,Micrograms/cubic meter (25 C),31,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-12,010730023,4,48,Micrograms/cubic meter (25 C),44,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-13,010730023,4,22,Micrograms/cubic meter (25 C),20,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
2023-04-14,010730023,4,22,Micrograms/cubic meter (25 C),20,North Birmingham,1,100,81102,PM10 Total 0-10um STP,239,Teledyne API T640X at 16.67 LPM - Broadband spectroscopy,13820,"Birmingham-Hoover, AL",33.553056,-86.815,AREA,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",HIGHEST CONCENTRATION,Y,NCORE,4,
